unit,sex,age,region,year,value
YR,F,Y65,DK,2021,20.9
YR,F,Y_LT1,DK,2021,83.3
YR,M,Y65,DK,2021,18.3
YR,M,Y_LT1,DK,2021,79.6
YR,T,Y65,DK,2021,19.6
YR,T,Y_LT1,DK,2021,81.4
YR,F,Y1,DK,2020,82.8
YR,F,Y10,DK,2020,73.9
YR,F,Y11,DK,2020,72.9
YR,F,Y12,DK,2020,71.9
YR,F,Y13,DK,2020,70.9
YR,F,Y14,DK,2020,69.9
YR,F,Y15,DK,2020,68.9
YR,F,Y16,DK,2020,67.9
YR,F,Y17,DK,2020,66.9
YR,F,Y18,DK,2020,65.9
YR,F,Y19,DK,2020,64.9
YR,F,Y2,DK,2020,81.8
YR,F,Y20,DK,2020,63.9
YR,F,Y21,DK,2020,62.9
YR,F,Y22,DK,2020,61.9
YR,F,Y23,DK,2020,61.0
YR,F,Y24,DK,2020,60.0
YR,F,Y25,DK,2020,59.0
YR,F,Y26,DK,2020,58.0
YR,F,Y27,DK,2020,57.0
YR,F,Y28,DK,2020,56.0
YR,F,Y29,DK,2020,55.0
YR,F,Y3,DK,2020,80.8
YR,F,Y30,DK,2020,54.0
YR,F,Y31,DK,2020,53.1
YR,F,Y32,DK,2020,52.1
YR,F,Y33,DK,2020,51.1
YR,F,Y34,DK,2020,50.1
YR,F,Y35,DK,2020,49.1
YR,F,Y36,DK,2020,48.1
YR,F,Y37,DK,2020,47.2
YR,F,Y38,DK,2020,46.2
YR,F,Y39,DK,2020,45.2
YR,F,Y4,DK,2020,79.8
YR,F,Y40,DK,2020,44.2
YR,F,Y41,DK,2020,43.3
YR,F,Y42,DK,2020,42.3
YR,F,Y43,DK,2020,41.3
YR,F,Y44,DK,2020,40.3
YR,F,Y45,DK,2020,39.4
YR,F,Y46,DK,2020,38.4
YR,F,Y47,DK,2020,37.5
YR,F,Y48,DK,2020,36.5
YR,F,Y49,DK,2020,35.5
YR,F,Y5,DK,2020,78.8
YR,F,Y50,DK,2020,34.6
YR,F,Y51,DK,2020,33.7
YR,F,Y52,DK,2020,32.7
YR,F,Y53,DK,2020,31.8
YR,F,Y54,DK,2020,30.9
YR,F,Y55,DK,2020,29.9
YR,F,Y56,DK,2020,29.0
YR,F,Y57,DK,2020,28.1
YR,F,Y58,DK,2020,27.2
YR,F,Y59,DK,2020,26.3
YR,F,Y6,DK,2020,77.8
YR,F,Y60,DK,2020,25.4
YR,F,Y61,DK,2020,24.6
YR,F,Y62,DK,2020,23.7
YR,F,Y63,DK,2020,22.8
YR,F,Y64,DK,2020,22.0
YR,F,Y65,DK,2020,21.2
YR,F,Y66,DK,2020,20.3
YR,F,Y67,DK,2020,19.5
YR,F,Y68,DK,2020,18.7
YR,F,Y69,DK,2020,17.9
YR,F,Y7,DK,2020,76.8
YR,F,Y70,DK,2020,17.2
YR,F,Y71,DK,2020,16.4
YR,F,Y72,DK,2020,15.6
YR,F,Y73,DK,2020,14.8
YR,F,Y74,DK,2020,14.1
YR,F,Y75,DK,2020,13.3
YR,F,Y76,DK,2020,12.6
YR,F,Y77,DK,2020,11.9
YR,F,Y78,DK,2020,11.3
YR,F,Y79,DK,2020,10.6
YR,F,Y8,DK,2020,75.8
YR,F,Y80,DK,2020,9.9
YR,F,Y81,DK,2020,9.3
YR,F,Y82,DK,2020,8.7
YR,F,Y83,DK,2020,8.1
YR,F,Y84,DK,2020,7.6
YR,F,Y9,DK,2020,74.8
YR,F,Y_GE85,DK,2020,7.0
YR,F,Y_LT1,DK,2020,83.6
YR,M,Y1,DK,2020,78.9
YR,M,Y10,DK,2020,70.0
YR,M,Y11,DK,2020,69.0
YR,M,Y12,DK,2020,68.0
YR,M,Y13,DK,2020,67.0
YR,M,Y14,DK,2020,66.0
YR,M,Y15,DK,2020,65.0
YR,M,Y16,DK,2020,64.1
YR,M,Y17,DK,2020,63.1
YR,M,Y18,DK,2020,62.1
YR,M,Y19,DK,2020,61.1
YR,M,Y2,DK,2020,78.0
YR,M,Y20,DK,2020,60.1
YR,M,Y21,DK,2020,59.1
YR,M,Y22,DK,2020,58.2
YR,M,Y23,DK,2020,57.2
YR,M,Y24,DK,2020,56.2
YR,M,Y25,DK,2020,55.2
YR,M,Y26,DK,2020,54.3
YR,M,Y27,DK,2020,53.3
YR,M,Y28,DK,2020,52.3
YR,M,Y29,DK,2020,51.4
YR,M,Y3,DK,2020,77.0
YR,M,Y30,DK,2020,50.4
YR,M,Y31,DK,2020,49.4
YR,M,Y32,DK,2020,48.4
YR,M,Y33,DK,2020,47.5
YR,M,Y34,DK,2020,46.5
YR,M,Y35,DK,2020,45.5
YR,M,Y36,DK,2020,44.5
YR,M,Y37,DK,2020,43.6
YR,M,Y38,DK,2020,42.6
YR,M,Y39,DK,2020,41.7
YR,M,Y4,DK,2020,76.0
YR,M,Y40,DK,2020,40.7
YR,M,Y41,DK,2020,39.7
YR,M,Y42,DK,2020,38.8
YR,M,Y43,DK,2020,37.8
YR,M,Y44,DK,2020,36.9
YR,M,Y45,DK,2020,35.9
YR,M,Y46,DK,2020,35.0
YR,M,Y47,DK,2020,34.0
YR,M,Y48,DK,2020,33.1
YR,M,Y49,DK,2020,32.2
YR,M,Y5,DK,2020,75.0
YR,M,Y50,DK,2020,31.2
YR,M,Y51,DK,2020,30.3
YR,M,Y52,DK,2020,29.4
YR,M,Y53,DK,2020,28.5
YR,M,Y54,DK,2020,27.6
YR,M,Y55,DK,2020,26.7
YR,M,Y56,DK,2020,25.9
YR,M,Y57,DK,2020,25.0
YR,M,Y58,DK,2020,24.1
YR,M,Y59,DK,2020,23.3
YR,M,Y6,DK,2020,74.0
YR,M,Y60,DK,2020,22.4
YR,M,Y61,DK,2020,21.6
YR,M,Y62,DK,2020,20.8
YR,M,Y63,DK,2020,20.0
YR,M,Y64,DK,2020,19.2
YR,M,Y65,DK,2020,18.4
YR,M,Y66,DK,2020,17.7
YR,M,Y67,DK,2020,16.9
YR,M,Y68,DK,2020,16.2
YR,M,Y69,DK,2020,15.5
YR,M,Y7,DK,2020,73.0
YR,M,Y70,DK,2020,14.8
YR,M,Y71,DK,2020,14.1
YR,M,Y72,DK,2020,13.4
YR,M,Y73,DK,2020,12.7
YR,M,Y74,DK,2020,12.0
YR,M,Y75,DK,2020,11.3
YR,M,Y76,DK,2020,10.7
YR,M,Y77,DK,2020,10.1
YR,M,Y78,DK,2020,9.5
YR,M,Y79,DK,2020,8.9
YR,M,Y8,DK,2020,72.0
YR,M,Y80,DK,2020,8.3
YR,M,Y81,DK,2020,7.7
YR,M,Y82,DK,2020,7.2
YR,M,Y83,DK,2020,6.7
YR,M,Y84,DK,2020,6.2
YR,M,Y9,DK,2020,71.0
YR,M,Y_GE85,DK,2020,5.7
YR,M,Y_LT1,DK,2020,79.7
YR,T,Y1,DK,2020,80.9
YR,T,Y10,DK,2020,71.9
YR,T,Y11,DK,2020,70.9
YR,T,Y12,DK,2020,70.0
YR,T,Y13,DK,2020,69.0
YR,T,Y14,DK,2020,68.0
YR,T,Y15,DK,2020,67.0
YR,T,Y16,DK,2020,66.0
YR,T,Y17,DK,2020,65.0
YR,T,Y18,DK,2020,64.0
YR,T,Y19,DK,2020,63.0
YR,T,Y2,DK,2020,79.9
YR,T,Y20,DK,2020,62.0
YR,T,Y21,DK,2020,61.0
YR,T,Y22,DK,2020,60.1
YR,T,Y23,DK,2020,59.1
YR,T,Y24,DK,2020,58.1
YR,T,Y25,DK,2020,57.1
YR,T,Y26,DK,2020,56.1
YR,T,Y27,DK,2020,55.2
YR,T,Y28,DK,2020,54.2
YR,T,Y29,DK,2020,53.2
YR,T,Y3,DK,2020,78.9
YR,T,Y30,DK,2020,52.2
YR,T,Y31,DK,2020,51.2
YR,T,Y32,DK,2020,50.3
YR,T,Y33,DK,2020,49.3
YR,T,Y34,DK,2020,48.3
YR,T,Y35,DK,2020,47.3
YR,T,Y36,DK,2020,46.4
YR,T,Y37,DK,2020,45.4
YR,T,Y38,DK,2020,44.4
YR,T,Y39,DK,2020,43.4
YR,T,Y4,DK,2020,77.9
YR,T,Y40,DK,2020,42.5
YR,T,Y41,DK,2020,41.5
YR,T,Y42,DK,2020,40.5
YR,T,Y43,DK,2020,39.6
YR,T,Y44,DK,2020,38.6
YR,T,Y45,DK,2020,37.7
YR,T,Y46,DK,2020,36.7
YR,T,Y47,DK,2020,35.8
YR,T,Y48,DK,2020,34.8
YR,T,Y49,DK,2020,33.9
YR,T,Y5,DK,2020,76.9
YR,T,Y50,DK,2020,32.9
YR,T,Y51,DK,2020,32.0
YR,T,Y52,DK,2020,31.1
YR,T,Y53,DK,2020,30.2
YR,T,Y54,DK,2020,29.3
YR,T,Y55,DK,2020,28.4
YR,T,Y56,DK,2020,27.5
YR,T,Y57,DK,2020,26.6
YR,T,Y58,DK,2020,25.7
YR,T,Y59,DK,2020,24.8
YR,T,Y6,DK,2020,75.9
YR,T,Y60,DK,2020,24.0
YR,T,Y61,DK,2020,23.1
YR,T,Y62,DK,2020,22.3
YR,T,Y63,DK,2020,21.4
YR,T,Y64,DK,2020,20.7
YR,T,Y65,DK,2020,19.8
YR,T,Y66,DK,2020,19.1
YR,T,Y67,DK,2020,18.3
YR,T,Y68,DK,2020,17.5
YR,T,Y69,DK,2020,16.8
YR,T,Y7,DK,2020,74.9
YR,T,Y70,DK,2020,16.0
YR,T,Y71,DK,2020,15.3
YR,T,Y72,DK,2020,14.6
YR,T,Y73,DK,2020,13.8
YR,T,Y74,DK,2020,13.1
YR,T,Y75,DK,2020,12.4
YR,T,Y76,DK,2020,11.8
YR,T,Y77,DK,2020,11.1
YR,T,Y78,DK,2020,10.5
YR,T,Y79,DK,2020,9.8
YR,T,Y8,DK,2020,73.9
YR,T,Y80,DK,2020,9.2
YR,T,Y81,DK,2020,8.6
YR,T,Y82,DK,2020,8.1
YR,T,Y83,DK,2020,7.5
YR,T,Y84,DK,2020,7.0
YR,T,Y9,DK,2020,72.9
YR,T,Y_GE85,DK,2020,6.5
YR,T,Y_LT1,DK,2020,81.6
YR,F,Y1,DK,2019,82.7
YR,F,Y10,DK,2019,73.7
YR,F,Y11,DK,2019,72.7
YR,F,Y12,DK,2019,71.7
YR,F,Y13,DK,2019,70.7
YR,F,Y14,DK,2019,69.7
YR,F,Y15,DK,2019,68.7
YR,F,Y16,DK,2019,67.8
YR,F,Y17,DK,2019,66.8
YR,F,Y18,DK,2019,65.8
YR,F,Y19,DK,2019,64.8
YR,F,Y2,DK,2019,81.7
YR,F,Y20,DK,2019,63.8
YR,F,Y21,DK,2019,62.8
YR,F,Y22,DK,2019,61.8
YR,F,Y23,DK,2019,60.8
YR,F,Y24,DK,2019,59.8
YR,F,Y25,DK,2019,58.8
YR,F,Y26,DK,2019,57.8
YR,F,Y27,DK,2019,56.9
YR,F,Y28,DK,2019,55.9
YR,F,Y29,DK,2019,54.9
YR,F,Y3,DK,2019,80.7
YR,F,Y30,DK,2019,53.9
YR,F,Y31,DK,2019,52.9
YR,F,Y32,DK,2019,51.9
YR,F,Y33,DK,2019,50.9
YR,F,Y34,DK,2019,50.0
YR,F,Y35,DK,2019,49.0
YR,F,Y36,DK,2019,48.0
YR,F,Y37,DK,2019,47.0
YR,F,Y38,DK,2019,46.0
YR,F,Y39,DK,2019,45.1
YR,F,Y4,DK,2019,79.7
YR,F,Y40,DK,2019,44.1
YR,F,Y41,DK,2019,43.1
YR,F,Y42,DK,2019,42.1
YR,F,Y43,DK,2019,41.2
YR,F,Y44,DK,2019,40.2
YR,F,Y45,DK,2019,39.2
YR,F,Y46,DK,2019,38.3
YR,F,Y47,DK,2019,37.3
YR,F,Y48,DK,2019,36.3
YR,F,Y49,DK,2019,35.4
YR,F,Y5,DK,2019,78.7
YR,F,Y50,DK,2019,34.4
YR,F,Y51,DK,2019,33.5
YR,F,Y52,DK,2019,32.5
YR,F,Y53,DK,2019,31.6
YR,F,Y54,DK,2019,30.7
YR,F,Y55,DK,2019,29.8
YR,F,Y56,DK,2019,28.9
YR,F,Y57,DK,2019,28.0
YR,F,Y58,DK,2019,27.1
YR,F,Y59,DK,2019,26.2
YR,F,Y6,DK,2019,77.7
YR,F,Y60,DK,2019,25.3
YR,F,Y61,DK,2019,24.4
YR,F,Y62,DK,2019,23.6
YR,F,Y63,DK,2019,22.7
YR,F,Y64,DK,2019,21.9
YR,F,Y65,DK,2019,21.0
YR,F,Y66,DK,2019,20.2
YR,F,Y67,DK,2019,19.4
YR,F,Y68,DK,2019,18.6
YR,F,Y69,DK,2019,17.8
YR,F,Y7,DK,2019,76.7
YR,F,Y70,DK,2019,17.0
YR,F,Y71,DK,2019,16.2
YR,F,Y72,DK,2019,15.4
YR,F,Y73,DK,2019,14.7
YR,F,Y74,DK,2019,13.9
YR,F,Y75,DK,2019,13.2
YR,F,Y76,DK,2019,12.5
YR,F,Y77,DK,2019,11.8
YR,F,Y78,DK,2019,11.1
YR,F,Y79,DK,2019,10.4
YR,F,Y8,DK,2019,75.7
YR,F,Y80,DK,2019,9.8
YR,F,Y81,DK,2019,9.1
YR,F,Y82,DK,2019,8.5
YR,F,Y83,DK,2019,7.9
YR,F,Y84,DK,2019,7.4
YR,F,Y9,DK,2019,74.7
YR,F,Y_GE85,DK,2019,6.9
YR,F,Y_LT1,DK,2019,83.5
YR,M,Y1,DK,2019,78.8
YR,M,Y10,DK,2019,69.9
YR,M,Y11,DK,2019,68.9
YR,M,Y12,DK,2019,67.9
YR,M,Y13,DK,2019,66.9
YR,M,Y14,DK,2019,65.9
YR,M,Y15,DK,2019,64.9
YR,M,Y16,DK,2019,63.9
YR,M,Y17,DK,2019,62.9
YR,M,Y18,DK,2019,61.9
YR,M,Y19,DK,2019,61.0
YR,M,Y2,DK,2019,77.8
YR,M,Y20,DK,2019,60.0
YR,M,Y21,DK,2019,59.0
YR,M,Y22,DK,2019,58.0
YR,M,Y23,DK,2019,57.0
YR,M,Y24,DK,2019,56.1
YR,M,Y25,DK,2019,55.1
YR,M,Y26,DK,2019,54.1
YR,M,Y27,DK,2019,53.1
YR,M,Y28,DK,2019,52.2
YR,M,Y29,DK,2019,51.2
YR,M,Y3,DK,2019,76.8
YR,M,Y30,DK,2019,50.2
YR,M,Y31,DK,2019,49.2
YR,M,Y32,DK,2019,48.3
YR,M,Y33,DK,2019,47.3
YR,M,Y34,DK,2019,46.3
YR,M,Y35,DK,2019,45.4
YR,M,Y36,DK,2019,44.4
YR,M,Y37,DK,2019,43.4
YR,M,Y38,DK,2019,42.5
YR,M,Y39,DK,2019,41.5
YR,M,Y4,DK,2019,75.8
YR,M,Y40,DK,2019,40.5
YR,M,Y41,DK,2019,39.6
YR,M,Y42,DK,2019,38.6
YR,M,Y43,DK,2019,37.6
YR,M,Y44,DK,2019,36.7
YR,M,Y45,DK,2019,35.7
YR,M,Y46,DK,2019,34.8
YR,M,Y47,DK,2019,33.9
YR,M,Y48,DK,2019,32.9
YR,M,Y49,DK,2019,32.0
YR,M,Y5,DK,2019,74.8
YR,M,Y50,DK,2019,31.1
YR,M,Y51,DK,2019,30.2
YR,M,Y52,DK,2019,29.3
YR,M,Y53,DK,2019,28.4
YR,M,Y54,DK,2019,27.5
YR,M,Y55,DK,2019,26.6
YR,M,Y56,DK,2019,25.7
YR,M,Y57,DK,2019,24.8
YR,M,Y58,DK,2019,24.0
YR,M,Y59,DK,2019,23.1
YR,M,Y6,DK,2019,73.9
YR,M,Y60,DK,2019,22.3
YR,M,Y61,DK,2019,21.5
YR,M,Y62,DK,2019,20.7
YR,M,Y63,DK,2019,19.9
YR,M,Y64,DK,2019,19.1
YR,M,Y65,DK,2019,18.4
YR,M,Y66,DK,2019,17.7
YR,M,Y67,DK,2019,16.9
YR,M,Y68,DK,2019,16.2
YR,M,Y69,DK,2019,15.5
YR,M,Y7,DK,2019,72.9
YR,M,Y70,DK,2019,14.8
YR,M,Y71,DK,2019,14.1
YR,M,Y72,DK,2019,13.4
YR,M,Y73,DK,2019,12.7
YR,M,Y74,DK,2019,12.1
YR,M,Y75,DK,2019,11.4
YR,M,Y76,DK,2019,10.8
YR,M,Y77,DK,2019,10.1
YR,M,Y78,DK,2019,9.5
YR,M,Y79,DK,2019,8.9
YR,M,Y8,DK,2019,71.9
YR,M,Y80,DK,2019,8.4
YR,M,Y81,DK,2019,7.8
YR,M,Y82,DK,2019,7.3
YR,M,Y83,DK,2019,6.8
YR,M,Y84,DK,2019,6.3
YR,M,Y9,DK,2019,70.9
YR,M,Y_GE85,DK,2019,5.9
YR,M,Y_LT1,DK,2019,79.5
YR,T,Y1,DK,2019,80.7
YR,T,Y10,DK,2019,71.8
YR,T,Y11,DK,2019,70.8
YR,T,Y12,DK,2019,69.8
YR,T,Y13,DK,2019,68.8
YR,T,Y14,DK,2019,67.8
YR,T,Y15,DK,2019,66.8
YR,T,Y16,DK,2019,65.8
YR,T,Y17,DK,2019,64.8
YR,T,Y18,DK,2019,63.9
YR,T,Y19,DK,2019,62.9
YR,T,Y2,DK,2019,79.7
YR,T,Y20,DK,2019,61.9
YR,T,Y21,DK,2019,60.9
YR,T,Y22,DK,2019,59.9
YR,T,Y23,DK,2019,58.9
YR,T,Y24,DK,2019,58.0
YR,T,Y25,DK,2019,57.0
YR,T,Y26,DK,2019,56.0
YR,T,Y27,DK,2019,55.0
YR,T,Y28,DK,2019,54.0
YR,T,Y29,DK,2019,53.0
YR,T,Y3,DK,2019,78.8
YR,T,Y30,DK,2019,52.1
YR,T,Y31,DK,2019,51.1
YR,T,Y32,DK,2019,50.1
YR,T,Y33,DK,2019,49.1
YR,T,Y34,DK,2019,48.1
YR,T,Y35,DK,2019,47.2
YR,T,Y36,DK,2019,46.2
YR,T,Y37,DK,2019,45.2
YR,T,Y38,DK,2019,44.2
YR,T,Y39,DK,2019,43.3
YR,T,Y4,DK,2019,77.8
YR,T,Y40,DK,2019,42.3
YR,T,Y41,DK,2019,41.3
YR,T,Y42,DK,2019,40.4
YR,T,Y43,DK,2019,39.4
YR,T,Y44,DK,2019,38.4
YR,T,Y45,DK,2019,37.5
YR,T,Y46,DK,2019,36.5
YR,T,Y47,DK,2019,35.6
YR,T,Y48,DK,2019,34.6
YR,T,Y49,DK,2019,33.7
YR,T,Y5,DK,2019,76.8
YR,T,Y50,DK,2019,32.8
YR,T,Y51,DK,2019,31.8
YR,T,Y52,DK,2019,30.9
YR,T,Y53,DK,2019,30.0
YR,T,Y54,DK,2019,29.1
YR,T,Y55,DK,2019,28.2
YR,T,Y56,DK,2019,27.3
YR,T,Y57,DK,2019,26.4
YR,T,Y58,DK,2019,25.6
YR,T,Y59,DK,2019,24.7
YR,T,Y6,DK,2019,75.8
YR,T,Y60,DK,2019,23.8
YR,T,Y61,DK,2019,23.0
YR,T,Y62,DK,2019,22.2
YR,T,Y63,DK,2019,21.4
YR,T,Y64,DK,2019,20.6
YR,T,Y65,DK,2019,19.8
YR,T,Y66,DK,2019,19.0
YR,T,Y67,DK,2019,18.2
YR,T,Y68,DK,2019,17.5
YR,T,Y69,DK,2019,16.7
YR,T,Y7,DK,2019,74.8
YR,T,Y70,DK,2019,16.0
YR,T,Y71,DK,2019,15.2
YR,T,Y72,DK,2019,14.5
YR,T,Y73,DK,2019,13.8
YR,T,Y74,DK,2019,13.1
YR,T,Y75,DK,2019,12.4
YR,T,Y76,DK,2019,11.7
YR,T,Y77,DK,2019,11.1
YR,T,Y78,DK,2019,10.4
YR,T,Y79,DK,2019,9.8
YR,T,Y8,DK,2019,73.8
YR,T,Y80,DK,2019,9.2
YR,T,Y81,DK,2019,8.6
YR,T,Y82,DK,2019,8.0
YR,T,Y83,DK,2019,7.5
YR,T,Y84,DK,2019,7.0
YR,T,Y9,DK,2019,72.8
YR,T,Y_GE85,DK,2019,6.5
YR,T,Y_LT1,DK,2019,81.5
YR,F,Y1,DK,2018,82.2
YR,F,Y10,DK,2018,73.2
YR,F,Y11,DK,2018,72.2
YR,F,Y12,DK,2018,71.2
YR,F,Y13,DK,2018,70.3
YR,F,Y14,DK,2018,69.3
YR,F,Y15,DK,2018,68.3
YR,F,Y16,DK,2018,67.3
YR,F,Y17,DK,2018,66.3
YR,F,Y18,DK,2018,65.3
YR,F,Y19,DK,2018,64.3
YR,F,Y2,DK,2018,81.2
YR,F,Y20,DK,2018,63.3
YR,F,Y21,DK,2018,62.3
YR,F,Y22,DK,2018,61.3
YR,F,Y23,DK,2018,60.3
YR,F,Y24,DK,2018,59.3
YR,F,Y25,DK,2018,58.3
YR,F,Y26,DK,2018,57.3
YR,F,Y27,DK,2018,56.3
YR,F,Y28,DK,2018,55.4
YR,F,Y29,DK,2018,54.4
YR,F,Y3,DK,2018,80.2
YR,F,Y30,DK,2018,53.4
YR,F,Y31,DK,2018,52.4
YR,F,Y32,DK,2018,51.4
YR,F,Y33,DK,2018,50.4
YR,F,Y34,DK,2018,49.5
YR,F,Y35,DK,2018,48.5
YR,F,Y36,DK,2018,47.5
YR,F,Y37,DK,2018,46.5
YR,F,Y38,DK,2018,45.5
YR,F,Y39,DK,2018,44.6
YR,F,Y4,DK,2018,79.2
YR,F,Y40,DK,2018,43.6
YR,F,Y41,DK,2018,42.6
YR,F,Y42,DK,2018,41.7
YR,F,Y43,DK,2018,40.7
YR,F,Y44,DK,2018,39.7
YR,F,Y45,DK,2018,38.8
YR,F,Y46,DK,2018,37.8
YR,F,Y47,DK,2018,36.8
YR,F,Y48,DK,2018,35.9
YR,F,Y49,DK,2018,34.9
YR,F,Y5,DK,2018,78.2
YR,F,Y50,DK,2018,34.0
YR,F,Y51,DK,2018,33.1
YR,F,Y52,DK,2018,32.1
YR,F,Y53,DK,2018,31.2
YR,F,Y54,DK,2018,30.3
YR,F,Y55,DK,2018,29.4
YR,F,Y56,DK,2018,28.5
YR,F,Y57,DK,2018,27.6
YR,F,Y58,DK,2018,26.7
YR,F,Y59,DK,2018,25.8
YR,F,Y6,DK,2018,77.2
YR,F,Y60,DK,2018,24.9
YR,F,Y61,DK,2018,24.1
YR,F,Y62,DK,2018,23.2
YR,F,Y63,DK,2018,22.4
YR,F,Y64,DK,2018,21.5
YR,F,Y65,DK,2018,20.7
YR,F,Y66,DK,2018,19.9
YR,F,Y67,DK,2018,19.1
YR,F,Y68,DK,2018,18.3
YR,F,Y69,DK,2018,17.5
YR,F,Y7,DK,2018,76.2
YR,F,Y70,DK,2018,16.7
YR,F,Y71,DK,2018,15.9
YR,F,Y72,DK,2018,15.1
YR,F,Y73,DK,2018,14.3
YR,F,Y74,DK,2018,13.6
YR,F,Y75,DK,2018,12.9
YR,F,Y76,DK,2018,12.1
YR,F,Y77,DK,2018,11.5
YR,F,Y78,DK,2018,10.8
YR,F,Y79,DK,2018,10.1
YR,F,Y8,DK,2018,75.2
YR,F,Y80,DK,2018,9.5
YR,F,Y81,DK,2018,8.8
YR,F,Y82,DK,2018,8.2
YR,F,Y83,DK,2018,7.7
YR,F,Y84,DK,2018,7.2
YR,F,Y9,DK,2018,74.2
YR,F,Y_GE85,DK,2018,6.6
YR,F,Y_LT1,DK,2018,82.9
YR,M,Y1,DK,2018,78.4
YR,M,Y10,DK,2018,69.4
YR,M,Y11,DK,2018,68.5
YR,M,Y12,DK,2018,67.5
YR,M,Y13,DK,2018,66.5
YR,M,Y14,DK,2018,65.5
YR,M,Y15,DK,2018,64.5
YR,M,Y16,DK,2018,63.5
YR,M,Y17,DK,2018,62.5
YR,M,Y18,DK,2018,61.5
YR,M,Y19,DK,2018,60.5
YR,M,Y2,DK,2018,77.4
YR,M,Y20,DK,2018,59.6
YR,M,Y21,DK,2018,58.6
YR,M,Y22,DK,2018,57.6
YR,M,Y23,DK,2018,56.6
YR,M,Y24,DK,2018,55.6
YR,M,Y25,DK,2018,54.7
YR,M,Y26,DK,2018,53.7
YR,M,Y27,DK,2018,52.7
YR,M,Y28,DK,2018,51.7
YR,M,Y29,DK,2018,50.8
YR,M,Y3,DK,2018,76.4
YR,M,Y30,DK,2018,49.8
YR,M,Y31,DK,2018,48.8
YR,M,Y32,DK,2018,47.8
YR,M,Y33,DK,2018,46.9
YR,M,Y34,DK,2018,45.9
YR,M,Y35,DK,2018,44.9
YR,M,Y36,DK,2018,44.0
YR,M,Y37,DK,2018,43.0
YR,M,Y38,DK,2018,42.0
YR,M,Y39,DK,2018,41.1
YR,M,Y4,DK,2018,75.4
YR,M,Y40,DK,2018,40.1
YR,M,Y41,DK,2018,39.1
YR,M,Y42,DK,2018,38.2
YR,M,Y43,DK,2018,37.2
YR,M,Y44,DK,2018,36.3
YR,M,Y45,DK,2018,35.3
YR,M,Y46,DK,2018,34.4
YR,M,Y47,DK,2018,33.5
YR,M,Y48,DK,2018,32.5
YR,M,Y49,DK,2018,31.6
YR,M,Y5,DK,2018,74.4
YR,M,Y50,DK,2018,30.7
YR,M,Y51,DK,2018,29.8
YR,M,Y52,DK,2018,28.9
YR,M,Y53,DK,2018,28.0
YR,M,Y54,DK,2018,27.1
YR,M,Y55,DK,2018,26.2
YR,M,Y56,DK,2018,25.3
YR,M,Y57,DK,2018,24.5
YR,M,Y58,DK,2018,23.6
YR,M,Y59,DK,2018,22.8
YR,M,Y6,DK,2018,73.4
YR,M,Y60,DK,2018,22.0
YR,M,Y61,DK,2018,21.2
YR,M,Y62,DK,2018,20.4
YR,M,Y63,DK,2018,19.6
YR,M,Y64,DK,2018,18.8
YR,M,Y65,DK,2018,18.0
YR,M,Y66,DK,2018,17.3
YR,M,Y67,DK,2018,16.5
YR,M,Y68,DK,2018,15.8
YR,M,Y69,DK,2018,15.1
YR,M,Y7,DK,2018,72.4
YR,M,Y70,DK,2018,14.4
YR,M,Y71,DK,2018,13.7
YR,M,Y72,DK,2018,13.0
YR,M,Y73,DK,2018,12.2
YR,M,Y74,DK,2018,11.6
YR,M,Y75,DK,2018,11.0
YR,M,Y76,DK,2018,10.3
YR,M,Y77,DK,2018,9.7
YR,M,Y78,DK,2018,9.1
YR,M,Y79,DK,2018,8.5
YR,M,Y8,DK,2018,71.4
YR,M,Y80,DK,2018,7.9
YR,M,Y81,DK,2018,7.4
YR,M,Y82,DK,2018,6.9
YR,M,Y83,DK,2018,6.4
YR,M,Y84,DK,2018,5.9
YR,M,Y9,DK,2018,70.4
YR,M,Y_GE85,DK,2018,5.5
YR,M,Y_LT1,DK,2018,79.1
YR,T,Y1,DK,2018,80.3
YR,T,Y10,DK,2018,71.4
YR,T,Y11,DK,2018,70.4
YR,T,Y12,DK,2018,69.4
YR,T,Y13,DK,2018,68.4
YR,T,Y14,DK,2018,67.4
YR,T,Y15,DK,2018,66.4
YR,T,Y16,DK,2018,65.4
YR,T,Y17,DK,2018,64.4
YR,T,Y18,DK,2018,63.4
YR,T,Y19,DK,2018,62.4
YR,T,Y2,DK,2018,79.3
YR,T,Y20,DK,2018,61.4
YR,T,Y21,DK,2018,60.5
YR,T,Y22,DK,2018,59.5
YR,T,Y23,DK,2018,58.5
YR,T,Y24,DK,2018,57.5
YR,T,Y25,DK,2018,56.5
YR,T,Y26,DK,2018,55.5
YR,T,Y27,DK,2018,54.5
YR,T,Y28,DK,2018,53.6
YR,T,Y29,DK,2018,52.6
YR,T,Y3,DK,2018,78.3
YR,T,Y30,DK,2018,51.6
YR,T,Y31,DK,2018,50.6
YR,T,Y32,DK,2018,49.6
YR,T,Y33,DK,2018,48.7
YR,T,Y34,DK,2018,47.7
YR,T,Y35,DK,2018,46.7
YR,T,Y36,DK,2018,45.7
YR,T,Y37,DK,2018,44.8
YR,T,Y38,DK,2018,43.8
YR,T,Y39,DK,2018,42.8
YR,T,Y4,DK,2018,77.3
YR,T,Y40,DK,2018,41.9
YR,T,Y41,DK,2018,40.9
YR,T,Y42,DK,2018,39.9
YR,T,Y43,DK,2018,39.0
YR,T,Y44,DK,2018,38.0
